ID;Nom startup;description fr;description en;web;creation;Dirigeants;Nbr employes;employeesref;Code postal;Région;Logo;A levé des fonds;Souhaite levé des fonds;Récompensé;enregistré le;Id video youtube;internationale;Pays;facebook;twitter;linkedin;type;filter_types_1;filter_types_2;filter_types_3;filter_clients_1;filter_clients_2;filter_clients_3;filter_clients_4;filter_clients_5;filter_clients_6;filter_services_1;filter_services_2;filter_services_3;filter_services_4;filter_services_5;filter_services_6;filter_services_7;filter_services_8;filter_services_9;filter_secteurs_1;filter_secteurs_2;filter_secteurs_3;filter_tech_1;filter_tech_2;filter_tech_3;filter_tech_4;filter_tech_5;filter_tech_6;filter_tech_7;filter_tech_8;filter_tech_9;filter_tech_10;filter_tech_11;filter_tech_12;filter_tech_13;users_1;users_2;users_3;users_4;users_5;users_6;users_7;users_8
29;Bloomr;"Nous fournissons à tous ceux qui s'interrogent sur leur avenir professionnel un soutien et des outils pour avancer vers un travail où ils se sentiront à  leur place :
L'accompagnement dans la réflexion : un programme d'orientation couplet  une communauté en ligne composée des inscrits, de coachs et de pros passionnés.";"We created the first collaborative career-orientation program involving young people and fulfilled professionals. 
It has several features :
An online course including an engaged online community composed of fulfilled professionals and coaches.

Editorial content to expand the reflection .";http://www.bloomr.org;2015;Stephanie Pfeiffer, Simon Lehericey, Noémie Marting Pascual, Laurent Morel, Guillaume Baptiste, Virginie Boutin;1-5;1;78300;IDF;uploads/logo/bloomr_logo.jpg;0;1;1;2018-02-16 15:24:21;;;;;;https://www.linkedin.com/in/no%C3%ABmie-martin-pascual-26152429?authType=NAMESEARCH&authToken=b3SS&locale=enUS&trk=tyah&trkInfo=clickedVertical%3Amynetwork%2CclickedEntityId%3A99830377%2CauthType%3ANAME_SEARCH%2Cidx%3A1-5-5%2CtarId%3A1482493443861%2Ctas%3Anoemie%20;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;Services publics ou associations;;;;;;;Activités extra-scolaires et développement personnel;;Orientation et Insertion Professionnelle;;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;Solutions de distribution;;;Social media / outils de collaboration;;;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
30;Braineed;"Lancée en novembre 2016, Braineed est une plateforme communautaire réunissant étudiants du Digital et entreprises à la recherche de ressources spécialisées pour la réalisation de missions ponctuelles.

Que cela soit pour le développement d’un site web, la gestion des réseaux sociaux ou la création d’une identité visuelle, Braineed offre aux entreprises la possibilité de faire appel à des étudiants compétents et motivés sur tous les métiers du Digital (informatique, marketing digital, créatif).";"Launched in November 2016, Braineed is a community platform bringing  Digital students to companies looking for specialized occasional resources


Whether it is for the development of a website, the management of social networks or the creation of a visual identity, Braineed offers companies the possibility of calling on specialized and motivated students in all Digital areas (IT, Digital marketing, Design). Braineed reinvents the student job and allows companies to focus on their core business.";http://braineed.com;2016;Bassem Barbouche, Arnaud Brendel, Maud Ridings;1-5;1;75009;IDF;uploads/logo/braineed_logo.jpg;1;0;1;2018-02-16 15:24:21;;;;;;https://www.linkedin.com/in/bassem-barbouche-05084412;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;;;;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;Enseignement Supérieur;;;;;;;Social media / outils de collaboration;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;;;;
31;BrainPOP Français;"LA CONCEPTION, LE DEVELOPPEMENT, LA DIFFUSION ET LA COMMERCIALISATION SUR INTERNET DE CONTENUS EDUCATIFS
ANIMES ET INTERACTIFS POUR LES ENFANTS ET LES ETABLISSEMENTS SCOLAIRES ; LA FOURNITURE DE CONSEILS ET
D'ASSISTANCE SOUS QUELLE QUE FORME QUE CE SOIT ET A TOUTE ENTREPRISE FRANCAISE OU ETRANGERE DANS LE
CADRE DE L'ACTIVITE DECRITE CI-DESSUS";BrainPOP Français provides curriculum-based content. The site offers a growing library of movies and interactive features across : science, math, french, technology, social studies, and art&music.;https://fr.brainpop.com/;2009;;1-5;1;75019;IDF;uploads/logo/brainpopfrancais_logo.jpg;0;0;0;2018-02-16 15:24:22;;;;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;;;;;;Formation académique;;;;;;Scolaire & parascolaire;;;Contenus innovants;;;;;;;;;;;;;;Élèves du CP à la terminale;;;;;;
32;Brother Tongue;Chez Brother Tongue, on s’intéresse à l’acquisition de langues étrangères. On la rend vivante. Et ça marche par chat.;At Brother Tongue, we do language acquisition. We make it happen. By chat.;http://www.brothertongue.com;2016;Remy Beharaing, Olivier Teboul, Frederico Quintao;1 — 5;1;75019;IDF;uploads/logo/brother tongue_logo.jpg;1;0;1;2018-02-16 15:24:22;;0;;;;https://fr.linkedin.com/in/rémy-beharaing-5269162;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;;;;;Formation à des compétences techniques;;Services aux familles et étudiants;;;;;;;Formation tout au long de la vie;;Serious game / learning apps;;Adaptive learning;;;Plateforme d'agrégation et distribution de services;;;;;;;;Élèves du CP à la terminale;Étudiants;;;Particuliers;Individus en emploi;
33;Cabrilog;Cabrilog édite, développe et distribue des ressources et des applications numériques pédagogiques mathématiques (algèbre, géométrie, trigonométrie).;Cabrilog designs, develops and distributes digital teaching resources and applications dedicated to mathematics (algebra, geometry, trigonometry).;https://cabri.com/;2000;Jean Marie Laborde;6-10;2;38600;ARA;uploads/logo/cabrilog_logo.jpg;1;0;1;2018-02-16 15:24:22;Ti7BgFqF38A;1;Algérie , Chili , Chine , Taïwan , Colombie , France , Japon , Mexique , Espagne , Suisse , Royaume-Uni , États-Unis;https://www.facebook.com/Cabrilog/;https://twitter.com/cabrilog;https://www.linkedin.com/company/cabrilog/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;Services publics ou associations;;;Formation à des compétences numériques;;Formation académique;Services aux familles et étudiants;;;;;Scolaire & parascolaire;;;Contenus innovants;;;;;;;;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;
34;Callimedia;Callimedia, expert e-Learning est une entreprise spécialisée dans la création d’outils de formation en ligne et d’outils d'e-Learning. Nous accompagnos nos clients dans la mise en place de parcours e-Learning et blended Learning : création de modules de e-Learning sur mesure, de learning games, d'animations ou de vidéos. Nous proposons également une plateforme LMS dernière génération, UPility® LMS.;Callimedia is a company dedicated to the creation of e-Learning solutions. We provide support to our customer in the creation of e-Learning trainings or blended learning trainings: creation of custom e-Learning modules, learning games, animation and videos. We also provide a new generation LMS plateform called UPility® LMS.;http://callimedia.fr;2000;"Christophe Fabre,
Gérard Peccoux";1-5;4;34170;OCC;uploads/logo/callimedia_logo.jpg;0;0;1;2018-02-16 15:24:22;;;;https://www.facebook.com/pages/Callimedia/199882203523113;https://twitter.com/Callimedia;https://www.linkedin.com/in/g%C3%A9rard-peccoux-786171/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;Services publics ou associations;Autres;Outils de gestion pour enseigner et former;;;;;;;;Autres;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;Solutions de distribution;Adaptive learning;Learning Management System / CMS;;;;Blended learning;;;;;;;;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;Individus en emploi;Individus en reconversion ou sans emploi
35;ChallengeMe;Motivez vos équipes avec #ChallengeMe, solution simple pour créer des challenges et former vos employés. #formation #elearning #jeux #motivation #engagement;Motivate your team with #ChallengeMe, simple solution to create challenges and train your employee #education #learning #game #motivation #engagement;http://www.ChallengeMe.online;2015;Ludovic Charbonnel, Alexandre Gasne;6-10;1;34000;OCC;uploads/logo/1539261468.png;0;1;1;2018-02-16 15:24:23;V2bwPtEa-XY;0;;https://www.facebook.com/ChallengeMe.online/;@_ChallengeMe;https://fr.linkedin.com/in/ludoviccharbonnel;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;;;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;Solutions de distribution;;Learning Management System / CMS;;;;;;;;;;;;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;Individus en emploi;
36;Charly;Accompagnement à l'orientation scolaire et professionnelle;Career & educational guidance;http://hello-charly.com;2016;Fatma Chouaieb, Laurent Deambrogio;1 — 5;1;75009;IDF;uploads/logo/charly_logo.jpg;1;0;1;2018-02-16 15:24:23;;0;;;;https://www.linkedin.com/in/fatmachouaieb?trk=nav_responsive_tab_profile;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;;;;;;;Services aux familles et étudiants;Activités extra-scolaires et développement personnel;;Orientation et Insertion Professionnelle;;;;Formation tout au long de la vie;;;;;;;;Technologies de back / middle office, connections;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;;;Individus en emploi;Individus en reconversion ou sans emploi
37;Clevermate;Des cours particuliers de qualité en toute simplicité;Quality private lessons made easy;https://www.clevermate.fr;2013;Jean Laverty, Julian De Maestri, Jules Autelin;1-5;1;75005;IDF;uploads/logo/clevermate_logo.jpg;1;0;1;2018-02-16 15:24:23;;;;;;https://www.linkedin.com/in/jeanlaverty;Start-up/PME;;Start-up/PME;;;;Particuliers;;;;;;;Formation académique;Services aux familles et étudiants;;;Orientation et Insertion Professionnelle;;Scolaire & parascolaire;;;;;;;;;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;;;;;;Élèves de maternelle;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;;Particuliers;;
38;Cocertify;Application web pour les enseignants, afin de faciliter la mise en place de la correction croisée entre étudiants.;A web application for teachers, so that they can easily set up a peer grading exercise.;http://www.cocertify.com;2014;Henri De Corn;1-5;1;92300;IDF;uploads/logo/cocertify_logo.jpg;0;0;0;2018-02-16 15:24:24;;;;;;https://www.linkedin.com/in/henri-de-corn-8503b120?trk=nav_responsive_tab_profile;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;;;;;;Formation académique;;;;;;;Enseignement Supérieur;;;;;;;Social media / outils de collaboration;;;;;;;;;Élèves du CP à la terminale;Étudiants;;Établissement et professionnels de l'enseignement;;;
39;Coding Academy by Epitech;"La Coding Academy by Epitech délivre depuis 2015 la formation Code & Go, une formation intensive (9h-21h) au développement web de 5 à 10 mois : 4 mois de formation et 1 à 6 mois de stage en entreprise.
 
Au programme de la formation : C, HTML-CSS, PHP (symfony2), MySQL, MongoDB, Javascript (Angular, Express, Node, JQuery) Ruby et Ruby on Rails.";"""Code & Go"" is an intensive course to master the basics of web development : 4 months of training and one to six months of internship.";coding-academy.fr;2015;Sophie V iger;6-10;1;94270;IDF;uploads/logo/codingacademy_logo.jpg;0;0;1;2018-02-16 15:24:24;;;;https://fr-fr.facebook.com/Coding-Academy-501623839978299/;http://twitter.com/Coding_Academy;;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;;;;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;Contenus innovants;;;;;;;;;;;;;;;;;;;Individus en emploi;Individus en reconversion ou sans emploi
40;Coding Days;Coding Days est une startup qui propose des formations en présentiel s'initier au code et au digital ainsi que des sprints d'accompagnement en Design Hacking. Sa pédagogie active permet aux participants de progresser rapidement et d'acquérir des méthodes de travail et des façon de penser plus agiles. Coding Days propose ainsi une réelle solution pour les entreprises qui souhaitent enfin réussir leur transformation digitale.;"Coding Days is an Edtech startup training people to coding into our always more digitalized world. We also offer B2B support through ""Design Hacking"", a concept that enables companies to quickly design products and websites based on data. Through interactive training and learning by doing, Coding Days makes your employees grow technical and soft skills to ensure an effective and successful digital transformation.";coding-days.com;2017;Alexandre Zana;11-20;2;92100;IDF;uploads/logo/1551267503.png;1;1;0;2018-02-16 15:24:24;iugENGCCUr0;0;;https://www.facebook.com/codingdays;http://twitter.com/coding_days;https://www.linkedin.com/school/coding-days;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;Services publics ou associations;;;Formation à des compétences numériques;;;;;;;;;Enseignement Supérieur;Formation tout au long de la vie;;;;;;;;;Blended learning;;;;;;;Étudiants;;Établissement et professionnels de l'enseignement;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
41;Coding School;"La Coding School accompagne la transformation digitale de la société, par la mise en oeuvre de programmes originaux de formation-action à destination du plus grand nombre, de l'enfant au senior, en passant par les salaries et chercheurs d’emploi.

Concrètement, la Coding School forme aux outils et à la culture numérique (visual coding, easy making, Futur Of Work, Future of Lifestyle) en utilisant une pédagogie gamifiée.";"Coding School accompanies the digital transformation of society, through the implementation of original training-action programs for the greatest number, from teen to senior, to employees and job seekers.
Concretely, the Coding School trains with the tools and the digital culture (visual coding, easy making, Future of Work, Future of Lifestyle) using a gamified pedagogy.";codingschool.fr;2015;Willy Leloutre, Cédric Morel-Guilloux;1-5;1;14200;NO;uploads/logo/coding school_logo.jpg;1;0;0;2018-02-16 15:24:24;;;;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;Services publics ou associations;;;Formation à des compétences numériques;Formation à des compétences techniques;Formation académique;Services aux familles et étudiants;Activités extra-scolaires et développement personnel;Services pour publics à besoins éducatifs particuliers ;;;;;Formation tout au long de la vie;;Serious game / learning apps;;;;;;;Blended learning;;;IoT / digital school places;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
